08:00:25.726  异常信息：由于连接方在一段时间后没有正确答复或连接的主机没有反应，连接尝试失败。 192.168.1.188:80
08:01:26.410 @PST002 61-1.005.10.002
08:01:26.411 @PST030 False
08:01:26.413 @PRS001 1746
08:01:26.414 @PRS002 59-1.002.04.011
08:01:26.415 @PRS007 
08:01:26.418 @PRS001 1748
08:01:26.419 @PRS002 58-1.002.06.005
08:01:26.420 @PRS007 
08:01:26.422 @PST001 1748
08:01:26.423 @PST002 61-1.002.02.005-1
08:01:26.424 @PST030 False
08:01:26.426 @PST001 1748
08:01:26.428 @PST002 61-1.002.02.003
08:01:26.429 @PST030 False
08:01:26.432 @PST001 1746
08:01:26.434 @PST002 59-1.002.04.005
08:01:26.435 @PST030 False
08:01:26.438 @PST001 1746
08:01:26.439 @PST002 59-1.003.03.012-1
08:01:26.440 @PST030 False
08:01:26.442 @PRS001 1748
08:01:26.444 @PRS002 61-1.003.03.001-1
08:01:26.444 @PRS007 
08:01:26.446 @PRS001 1746
08:01:26.448 @PRS002 59-1.002.04.005
08:01:26.449 @PRS007 
08:01:26.453 @PRS001 1748
08:01:26.454 @PRS002 61-1.005.10.003
08:01:26.455 @PRS007 
08:01:26.457 @PRS001 1746
08:01:26.458 @PRS002 59-1.001.01.001
08:01:26.459 @PRS007 
08:01:26.461 @PRS001 1748
08:01:26.463 @PRS002 58-1.005.03.001
08:01:26.464 @PRS007 
08:01:31.746 @PST001 1746
08:01:31.747 @PST002 61-1.005.03.001
08:01:31.748 @PST030 True
08:01:31.752 @PST001 1746
08:01:31.753 @PST002 61-1.004.01.006
08:01:31.756 @PST030 True
08:01:31.759 @PST001 1745
08:01:31.760 @PST002 58-1.002.04.009
08:01:31.761 @PST030 True
08:01:31.764 @PST001 1746
08:01:31.765 @PST002 61-1.003.03.011-1
08:01:31.767 @PST030 True
08:01:31.770 @PST001 1746
08:01:31.771 @PST002 61-1.004.03.006
08:01:31.772 @PST030 True
08:01:31.774 @PST001 1745
08:01:31.775 @PST002 51-1.005.01.003
08:01:31.776 @PST030 True
08:01:31.778 @PST001 1745
08:01:31.780 @PST002 59-1.005.01.013
08:01:31.781 @PST030 True
08:01:31.783 @PST001 1745
08:01:31.784 @PST002 51-1.002.09.008
08:01:31.786 @PST030 True
08:01:31.788 @PST001 1746
08:01:31.789 @PST002 61-1.005.03.003
08:01:31.790 @PST030 True
08:01:31.792 @PST001 1743
08:01:31.794 @PST002 59-1.006.03-2.005
08:01:31.795 @PST030 True
08:01:31.797 @PST001 1743
08:01:31.798 @PST002 59-1.007.04.001
08:01:31.800 @PST030 True
08:01:31.803 @PST001 1746
08:01:31.804 @PST002 61-1.002.06.002
08:01:31.806 @PST030 True
08:01:31.808 @PST001 1745
08:01:31.809 @PST002 51-1.001.03.002
08:01:31.810 @PST030 True
08:01:31.813 @PST001 1743
08:01:31.814 @PST002 59-1.006.03-2.002-1
08:01:31.815 @PST030 True
08:01:31.818 @PST001 1745
08:01:31.819 @PST002 59-1.005.03.001
08:01:31.821 @PST030 True
08:01:31.823 @PST001 1743
08:01:31.824 @PST002 59-1.009.01.002
08:01:31.825 @PST030 True
08:01:31.828 @PST001 1746
08:01:31.829 @PST002 61-1.006.02.001-1
08:01:31.830 @PST030 True
08:01:31.833 @PLS001 20171130001
08:01:31.834 @PLS006 2018/8/6 8:01:31
08:01:31.835 @PLS007 系统管理员
08:01:31.836 @PLS009 False
08:01:31.839 @REV001 FormPlanStock
08:01:31.840 @REV002 20171130001
08:01:31.841 @REV003 00001
08:01:31.842 @REV004 2018/8/6 8:01:31
08:01:31.843 @REV005 审核
08:01:31.844 @REV006 
08:01:31.846 @PST001 1746
08:01:31.848 @PST002 61-1.007.05.001
08:01:31.848 @PST030 True
08:01:31.851 @PST001 1743
08:01:31.852 @PST002 59-1.007.02.003
08:01:31.853 @PST030 True
08:01:31.857 @PST001 1745
08:01:31.859 @PST002 58-1.007.01.004
08:01:31.860 @PST030 True
08:01:31.862 @PST001 1745
08:01:31.863 @PST002 51-1.003.03.010
08:01:31.864 @PST030 True
08:01:31.866 @PST001 1745
08:01:31.867 @PST002 58-1.002.04.012
08:01:31.869 @PST030 True
08:01:31.871 @PST001 1745
08:01:31.872 @PST002 51-1.005.01.001
08:01:31.873 @PST030 True
08:01:31.875 @PST001 1745
08:01:31.877 @PST002 51-1.003.03.011
08:01:31.878 @PST030 True
08:01:31.880 @PST001 1743
08:01:31.882 @PST002 59-1.006.05-1.006
08:01:31.883 @PST030 True
08:01:31.887 @PST001 1745
08:01:31.888 @PST002 59-1.009.02.007
08:01:31.889 @PST030 True
08:01:31.891 @PST001 1746
08:01:31.892 @PST002 61-1.001.03.011
08:01:31.893 @PST030 True
08:01:31.895 @PST001 1743
08:01:31.896 @PST002 59-1.003.03.013
08:01:31.897 @PST030 True
08:01:31.900 @PST001 1745
08:01:31.901 @PST002 59-1.007.01.001
08:01:31.902 @PST030 True
08:01:31.904 @PST001 1745
08:01:31.906 @PST002 59-1.009.01.001
08:01:31.906 @PST030 True
08:01:31.908 @PST001 1743
08:01:31.909 @PST002 59-1.001.02.012-4
08:01:31.911 @PST030 True
08:01:31.913 @PST001 1743
08:01:31.914 @PST002 59-1.002.06.002
08:01:31.915 @PST030 True
08:01:31.918 @PST001 1745
08:01:31.919 @PST002 58-1.004.03.004-1
08:01:31.921 @PST030 True
08:01:31.922 @PST001 1743
08:01:31.924 @PST002 59-1.006.03-2.004
08:01:31.925 @PST030 True
08:01:31.927 @PST001 1746
08:01:31.928 @PST002 61-1.002.01.008
08:01:31.929 @PST030 True
08:01:31.931 @PST001 1745
08:01:31.932 @PST002 51-1.003.03.002
08:01:31.933 @PST030 True
08:01:31.936 @PST001 1745
08:01:31.937 @PST002 51-1.001.02.013
08:01:31.938 @PST030 True
08:01:31.941 @PST001 1745
08:01:31.942 @PST002 59-1.002.07.006
08:01:31.943 @PST030 True
08:01:31.945 @PST001 1745
08:01:31.946 @PST002 51-1.005.01.004
08:01:31.947 @PST030 True
08:01:31.950 @PST001 1745
08:01:31.951 @PST002 58-1.002.04.011
08:01:31.952 @PST030 True
08:01:31.954 @PST001 1746
08:01:31.956 @PST002 61-1.003.03.002
08:01:31.957 @PST030 True
08:01:31.959 @PST001 1746
08:01:31.960 @PST002 61-1.001.02.021
08:01:31.962 @PST030 True
08:01:31.964 @PST001 1743
08:01:31.966 @PST002 59-1.006.03-2.008-1
08:01:31.967 @PST030 True
08:01:31.970 @PST001 1745
08:01:31.971 @PST002 51-1.005.01.002
08:01:31.972 @PST030 True
08:01:31.974 @PST001 1746
08:01:31.975 @PST002 61-1.006.02.001-2
08:01:31.976 @PST030 True
08:01:31.978 @PST001 1743
08:01:31.979 @PST002 59-1.005.01.004
08:01:31.981 @PST030 True
08:01:31.983 @PST001 1743
08:01:31.984 @PST002 59-1.006.05-1.002
08:01:31.985 @PST030 True
08:01:31.987 @PST001 1746
08:01:31.989 @PST002 61-1.003.01.007
08:01:31.990 @PST030 True
08:01:31.992 @PST001 1746
08:01:31.993 @PST002 61-1.005.05.002
08:01:31.994 @PST030 True
08:01:31.997 @PST001 1745
08:01:31.998 @PST002 58-1.002.04.010
08:01:32.000 @PST030 True
08:01:32.004 @PST001 1746
08:01:32.005 @PST002 61-1.003.03.022
08:01:32.006 @PST030 True
08:01:32.009 @PST001 1745
08:01:32.010 @PST002 59-1.002.01.007
08:01:32.011 @PST030 True
08:01:32.013 @PST001 1743
08:01:32.014 @PST002 59-1.005.02.003
08:01:32.015 @PST030 True
08:01:32.018 @PST001 1746
08:01:32.019 @PST002 61-1.006.01.001-1
08:01:32.020 @PST030 True
08:01:32.022 @PST001 1745
08:01:32.023 @PST002 59-1.007.03.002
08:01:32.024 @PST030 True
08:01:32.026 @PST001 1743
08:01:32.027 @PST002 59-1.007.02.002
08:01:32.028 @PST030 True
08:01:32.031 @PST001 1746
08:01:32.032 @PST002 61-1.005.05.001
08:01:32.033 @PST030 True
08:01:32.036 @PST001 1746
08:01:32.037 @PST002 61-1.005.05.003
08:01:32.038 @PST030 True
08:01:32.040 @PST001 1743
08:01:32.042 @PST002 59-1.006.05-1.004
08:01:32.043 @PST030 True
08:01:32.045 @PST001 1746
08:01:32.046 @PST002 61-1.001.02.005
08:01:32.047 @PST030 True
08:01:32.049 @PST001 1743
08:01:32.051 @PST002 59-1.007.01.002
08:01:32.052 @PST030 True
08:01:32.054 @PST001 1743
08:01:32.055 @PST002 59-1.002.12.003
08:01:32.056 @PST030 True
08:01:32.058 @PST001 1745
08:01:32.059 @PST002 58-1.001.03.006-1
08:01:32.060 @PST030 True
08:01:32.062 @PST001 1745
08:01:32.063 @PST002 51-1.006.02.006
08:01:32.064 @PST030 True
08:01:32.066 @PST001 1746
08:01:32.068 @PST002 61-1.008.02.003
08:01:32.069 @PST030 True
08:01:32.071 @PST001 1746
08:01:32.072 @PST002 61-1.001.02.014
08:01:32.074 @PST030 True
08:01:32.075 @PST001 1746
08:01:32.076 @PST002 61-1.008.01.003
08:01:32.078 @PST030 True
08:01:32.080 @PST001 1743
08:01:32.081 @PST002 59-1.006.03-2.009-1
08:01:32.082 @PST030 True
08:01:32.084 @PST001 1745
08:01:32.085 @PST002 59-1.005.04.001
08:01:32.087 @PST030 True
08:01:32.089 @PST001 1745
08:01:32.090 @PST002 58-1.004.03.004
08:01:32.092 @PST030 True
08:01:32.094 @PST001 1743
08:01:32.095 @PST002 59-1.001.01.000
08:01:32.096 @PST030 True
08:01:32.098 @PST001 1746
08:01:32.100 @PST002 61-1.001.03.021
08:01:32.101 @PST030 True
08:01:32.103 @PST001 1743
08:01:32.105 @PST002 59-1.005.01.007
08:01:32.106 @PST030 True
08:01:32.107 @PST001 1745
08:01:32.108 @PST002 58-1.002.01.006
08:01:32.110 @PST030 True
08:01:32.112 @PST001 1746
08:01:32.114 @PST002 61-1.006.02.002
08:01:32.114 @PST030 True
08:01:32.117 @PST001 1746
08:01:32.118 @PST002 61-1.005.03.002
08:01:32.120 @PST030 True
08:01:32.122 @PST001 1746
08:01:32.123 @PST002 61-1.001.02.003-1
08:01:32.124 @PST030 True
08:01:32.126 @PST001 1743
08:01:32.127 @PST002 59-1.006.03-2.001-1
08:01:32.128 @PST030 True
08:01:34.516 @PST001 1743
08:01:34.518 @PST002 59-1.003.03.013
08:01:34.519 @PST030 False
08:01:34.522 @PST001 1746
08:01:34.523 @PST002 61-1.002.01.008
08:01:34.524 @PST030 False
08:01:34.526 @PRS001 1743
08:01:34.527 @PRS002 59-1.006.03-2.009-1
08:01:34.528 @PRS007 
08:01:34.537 @PST001 1745
08:01:34.538 @PST002 51-1.003.03.010
08:01:34.539 @PST030 False
08:01:34.543 @PRS001 1745
08:01:34.544 @PRS002 51-1.003.03.010
08:01:34.545 @PRS007 
08:01:34.547 @PLS001 20171130001
08:01:34.554 @PST001 1746
08:01:34.555 @PST002 61-1.003.01.007
08:01:34.556 @PST030 False
08:01:34.561 @PRS001 1743
08:01:34.562 @PRS002 59-1.006.03-2.001-1
08:01:34.563 @PRS007 
08:01:34.565 @PRS001 1745
08:01:34.566 @PRS002 51-1.005.01.004
08:01:34.567 @PRS007 
08:01:34.571 @PST001 1746
08:01:34.572 @PST002 61-1.003.03.002
08:01:34.573 @PST030 False
08:01:34.576 @PST001 1745
08:01:34.577 @PST002 58-1.004.03.004
08:01:34.578 @PST030 False
08:01:34.580 @PST001 1743
08:01:34.581 @PST002 59-1.006.03-2.008-1
08:01:34.582 @PST030 False
08:01:34.584 @PST001 1746
08:01:34.586 @PST002 61-1.005.03.002
08:01:34.587 @PST030 False
08:01:34.590 @PST001 1746
08:01:34.591 @PST002 61-1.005.05.003
08:01:34.592 @PST030 False
08:01:34.594 @PRS001 1745
08:01:34.595 @PRS002 58-1.002.04.009
08:01:34.596 @PRS007 
08:01:34.599 @PRS001 1745
08:01:34.600 @PRS002 59-1.002.01.007
08:01:34.601 @PRS007 
08:01:34.604 @PST001 1743
08:01:34.605 @PST002 59-1.002.06.002
08:01:34.606 @PST030 False
08:01:34.609 @PRS001 1743
08:01:34.610 @PRS002 59-1.005.01.007
08:01:34.611 @PRS007 
08:01:34.613 @PST001 1745
08:01:34.615 @PST002 51-1.002.09.008
08:01:34.616 @PST030 False
08:01:34.623 @PST001 1743
08:01:34.625 @PST002 59-1.006.03-2.005
08:01:34.626 @PST030 False
08:01:34.627 @PST001 1745
08:01:34.629 @PST002 51-1.001.02.013
08:01:34.630 @PST030 False
08:01:34.634 @PRS001 1745
08:01:34.635 @PRS002 58-1.002.01.006
08:01:34.636 @PRS007 
08:01:34.638 @PST001 1746
08:01:34.639 @PST002 61-1.001.02.014
08:01:34.640 @PST030 False
08:01:34.642 @PRS001 1746
08:01:34.643 @PRS002 61-1.003.03.022
08:01:34.644 @PRS007 
08:01:34.646 @PRS001 1746
08:01:34.648 @PRS002 61-1.005.05.003
08:01:34.649 @PRS007 
08:01:34.651 @PRS001 1746
08:01:34.652 @PRS002 61-1.005.03.003
08:01:34.653 @PRS007 
08:01:34.655 @PRS001 1746
08:01:34.657 @PRS002 61-1.007.05.001
08:01:34.658 @PRS007 
08:01:34.660 @PRS001 1746
08:01:34.661 @PRS002 61-1.003.01.007
08:01:34.662 @PRS007 
08:01:34.664 @PRS001 1743
08:01:34.666 @PRS002 59-1.002.12.003
08:01:34.667 @PRS007 
08:01:34.669 @PRS001 1745
08:01:34.671 @PRS002 51-1.005.01.002
08:01:34.672 @PRS007 
08:01:34.674 @PST001 1746
08:01:34.675 @PST002 61-1.001.02.003-1
08:01:34.677 @PST030 False
08:01:34.681 @PST001 1746
08:01:34.683 @PST002 61-1.008.01.003
08:01:34.684 @PST030 False
08:01:34.687 @PRS001 1743
08:01:34.689 @PRS002 59-1.002.06.002
08:01:34.690 @PRS007 
08:01:34.693 @PST001 1743
08:01:34.695 @PST002 59-1.001.01.000
08:01:34.696 @PST030 False
08:01:34.698 @PRS001 1745
08:01:34.699 @PRS002 58-1.002.04.012
08:01:34.701 @PRS007 
08:01:34.703 @PRS001 1746
08:01:34.704 @PRS002 61-1.001.02.003-1
08:01:34.705 @PRS007 
08:01:34.707 @PST001 1745
08:01:34.708 @PST002 51-1.005.01.004
08:01:34.709 @PST030 False
08:01:34.711 @PRS001 1743
08:01:34.713 @PRS002 59-1.006.03-2.008-1
08:01:34.714 @PRS007 
08:01:34.721 @PRS001 1746
08:01:34.722 @PRS002 61-1.001.02.021
08:01:34.723 @PRS007 
08:01:34.725 @PRS001 1745
08:01:34.726 @PRS002 58-1.002.04.010
08:01:34.727 @PRS007 
08:01:34.729 @PRS001 1743
08:01:34.731 @PRS002 59-1.007.02.003
08:01:34.732 @PRS007 
08:01:34.735 @PST001 1745
08:01:34.736 @PST002 51-1.005.01.003
08:01:34.737 @PST030 False
08:01:34.741 @PST001 1746
08:01:34.742 @PST002 61-1.001.03.021
08:01:34.743 @PST030 False
08:01:34.746 @PRS001 1745
08:01:34.748 @PRS002 58-1.004.03.004
08:01:34.749 @PRS007 
08:01:34.752 @PRS001 1745
08:01:34.753 @PRS002 59-1.005.01.013
08:01:34.754 @PRS007 
08:01:34.756 @PST001 1743
08:01:34.757 @PST002 59-1.006.03-2.001-1
08:01:34.758 @PST030 False
08:01:34.761 @PRS001 1745
08:01:34.762 @PRS002 59-1.005.04.001
08:01:34.764 @PRS007 
08:01:34.766 @PRS001 1746
08:01:34.768 @PRS002 61-1.004.03.006
08:01:34.769 @PRS007 
08:01:34.771 @PST001 1745
08:01:34.772 @PST002 59-1.005.03.001
08:01:34.773 @PST030 False
08:01:34.777 @PRS001 1746
08:01:34.778 @PRS002 61-1.008.01.003
08:01:34.779 @PRS007 
08:01:34.781 @PST001 1746
08:01:34.782 @PST002 61-1.002.06.002
08:01:34.783 @PST030 False
08:01:34.786 @PST001 1745
08:01:34.787 @PST002 59-1.005.04.001
08:01:34.788 @PST030 False
08:01:34.791 @PRS001 1745
08:01:34.792 @PRS002 59-1.007.03.002
08:01:34.793 @PRS007 
08:01:34.795 @PRS001 1746
08:01:34.796 @PRS002 61-1.002.01.008
08:01:34.797 @PRS007 
08:01:34.800 @PST001 1746
08:01:34.801 @PST002 61-1.006.02.001-2
08:01:34.802 @PST030 False
08:01:34.804 @PST001 1745
08:01:34.805 @PST002 59-1.007.03.002
08:01:34.806 @PST030 False
08:01:34.808 @PST001 1745
08:01:34.809 @PST002 58-1.002.04.009
08:01:34.810 @PST030 False
08:01:34.812 @PST001 1745
08:01:34.814 @PST002 58-1.007.01.004
08:01:34.815 @PST030 False
08:01:34.817 @PRS001 1743
08:01:34.818 @PRS002 59-1.001.02.012-4
08:01:34.820 @PRS007 
08:01:34.823 @PRS001 1745
08:01:34.824 @PRS002 58-1.001.03.006-1
08:01:34.825 @PRS007 
08:01:34.827 @PST001 1746
08:01:34.828 @PST002 61-1.005.05.002
08:01:34.829 @PST030 False
08:01:34.831 @PRS001 1746
08:01:34.833 @PRS002 61-1.005.03.002
08:01:34.834 @PRS007 
08:01:34.837 @PST001 1745
08:01:34.838 @PST002 51-1.003.03.002
08:01:34.839 @PST030 False
08:01:34.841 @PRS001 1745
08:01:34.842 @PRS002 51-1.001.02.013
08:01:34.843 @PRS007 
08:01:34.847 @PST001 1745
08:01:34.849 @PST002 58-1.001.03.006-1
08:01:34.850 @PST030 False
08:01:34.854 @PRS001 1743
08:01:34.855 @PRS002 59-1.007.01.002
08:01:34.856 @PRS007 
08:01:34.858 @PST001 1746
08:01:34.859 @PST002 61-1.005.03.001
08:01:34.860 @PST030 False
08:01:34.864 @PRS001 1743
08:01:34.865 @PRS002 59-1.006.03-2.004
08:01:34.866 @PRS007 
08:01:34.869 @PST001 1743
08:01:34.871 @PST002 59-1.006.05-1.002
08:01:34.872 @PST030 False
08:01:34.874 @PST001 1745
08:01:34.875 @PST002 58-1.004.03.004-1
08:01:34.876 @PST030 False
08:01:34.878 @PRS001 1745
08:01:34.879 @PRS002 51-1.005.01.001
08:01:34.880 @PRS007 
08:01:34.882 @PST001 1745
08:01:34.884 @PST002 59-1.009.01.001
08:01:34.885 @PST030 False
08:01:34.887 @PST001 1743
08:01:34.889 @PST002 59-1.007.02.003
08:01:34.889 @PST030 False
08:01:34.892 @PRS001 1745
08:01:34.894 @PRS002 59-1.009.02.007
08:01:34.895 @PRS007 
08:01:34.898 @PRS001 1745
08:01:34.899 @PRS002 59-1.007.01.001
08:01:34.900 @PRS007 
08:01:34.902 @PST001 1745
08:01:34.904 @PST002 51-1.005.01.001
08:01:34.905 @PST030 False
08:01:34.906 @PST001 1745
08:01:34.907 @PST002 59-1.009.02.007
08:01:34.908 @PST030 False
08:01:34.910 @PRS001 1746
08:01:34.912 @PRS002 61-1.001.03.021
08:01:34.912 @PRS007 
08:01:34.915 @PRS001 1745
08:01:34.916 @PRS002 59-1.009.01.001
08:01:34.917 @PRS007 
08:01:34.921 @PST001 1746
08:01:34.923 @PST002 61-1.004.01.006
08:01:34.923 @PST030 False
08:01:34.926 @PST001 1743
08:01:34.927 @PST002 59-1.002.12.003
08:01:34.929 @PST030 False
08:01:34.933 @PST001 1746
08:01:34.934 @PST002 61-1.007.05.001
08:01:34.936 @PST030 False
08:01:34.938 @PRS001 1743
08:01:34.940 @PRS002 59-1.006.05-1.004
08:01:34.941 @PRS007 
08:01:34.944 @PRS001 1746
08:01:34.946 @PRS002 61-1.003.03.002
08:01:34.947 @PRS007 
08:01:34.949 @PRS001 1743
08:01:34.950 @PRS002 59-1.006.05-1.006
08:01:34.952 @PRS007 
08:01:34.954 @PRS001 1745
08:01:34.955 @PRS002 51-1.002.09.008
08:01:34.956 @PRS007 
08:01:34.958 @PST001 1746
08:01:34.959 @PST002 61-1.008.02.003
08:01:34.960 @PST030 False
08:01:34.962 @PST001 1746
08:01:34.963 @PST002 61-1.003.03.022
08:01:34.964 @PST030 False
08:01:34.967 @PST001 1743
08:01:34.969 @PST002 59-1.005.01.004
08:01:34.970 @PST030 False
08:01:34.972 @PST001 1743
08:01:34.973 @PST002 59-1.006.05-1.006
08:01:34.974 @PST030 False
08:01:34.976 @PST001 1743
08:01:34.977 @PST002 59-1.006.05-1.004
08:01:34.978 @PST030 False
08:01:34.981 @PRS001 1743
08:01:34.982 @PRS002 59-1.005.01.004
08:01:34.983 @PRS007 
08:01:34.986 @PLT001 20171130001
08:01:34.991 @PRS001 1743
08:01:34.992 @PRS002 59-1.006.03-2.005
08:01:34.993 @PRS007 
08:01:34.996 @PRS001 1746
08:01:34.997 @PRS002 61-1.002.06.002
08:01:34.999 @PRS007 
08:01:35.002 @PRS001 1745
08:01:35.003 @PRS002 51-1.001.03.002
08:01:35.004 @PRS007 
08:01:35.006 @PST001 1743
08:01:35.008 @PST002 59-1.007.01.002
08:01:35.009 @PST030 False
08:01:35.011 @PRS001 1746
08:01:35.012 @PRS002 61-1.005.05.001
08:01:35.013 @PRS007 
08:01:35.015 @PST001 1743
08:01:35.016 @PST002 59-1.007.04.001
08:01:35.017 @PST030 False
08:01:35.020 @PST001 1743
08:01:35.021 @PST002 59-1.001.02.012-4
08:01:35.022 @PST030 False
08:01:35.024 @PST001 1746
08:01:35.025 @PST002 61-1.006.02.001-1
08:01:35.026 @PST030 False
08:01:35.028 @PST001 1745
08:01:35.029 @PST002 51-1.006.02.006
08:01:35.031 @PST030 False
08:01:35.034 @PST001 1743
08:01:35.035 @PST002 59-1.006.03-2.002-1
08:01:35.037 @PST030 False
08:01:35.039 @PRS001 1745
08:01:35.040 @PRS002 59-1.002.07.006
08:01:35.041 @PRS007 
08:01:35.044 @PRS001 1745
08:01:35.045 @PRS002 51-1.005.01.003
08:01:35.046 @PRS007 
08:01:35.048 @PST001 1746
08:01:35.049 @PST002 61-1.005.03.003
08:01:35.051 @PST030 False
08:01:35.053 @PST001 1746
08:01:35.054 @PST002 61-1.005.05.001
08:01:35.055 @PST030 False
08:01:35.057 @PST001 1745
08:01:35.058 @PST002 58-1.002.04.012
08:01:35.059 @PST030 False
08:01:35.061 @PST001 1743
08:01:35.062 @PST002 59-1.009.01.002
08:01:35.063 @PST030 False
08:01:35.065 @PST001 1746
08:01:35.067 @PST002 61-1.006.02.002
08:01:35.068 @PST030 False
08:01:35.071 @PST001 1743
08:01:35.072 @PST002 59-1.007.02.002
08:01:35.073 @PST030 False
08:01:35.075 @PRS001 1746
08:01:35.077 @PRS002 61-1.006.02.001-1
08:01:35.077 @PRS007 
08:01:35.079 @PRS001 1743
08:01:35.081 @PRS002 59-1.009.01.002
08:01:35.082 @PRS007 
08:01:35.084 @PST001 1746
08:01:35.085 @PST002 61-1.006.01.001-1
08:01:35.087 @PST030 False
08:01:35.089 @PST001 1746
08:01:35.090 @PST002 61-1.003.03.011-1
08:01:35.091 @PST030 False
08:01:35.093 @PST001 1743
08:01:35.094 @PST002 59-1.006.03-2.009-1
08:01:35.095 @PST030 False
08:01:35.098 @PRS001 1743
08:01:35.100 @PRS002 59-1.005.02.003
08:01:35.101 @PRS007 
08:01:35.103 @PRS001 1745
08:01:35.104 @PRS002 51-1.006.02.006
08:01:35.105 @PRS007 
08:01:35.109 @PST001 1745
08:01:35.110 @PST002 58-1.002.04.010
08:01:35.111 @PST030 False
08:01:35.114 @PRS001 1746
08:01:35.115 @PRS002 61-1.006.01.001-1
08:01:35.116 @PRS007 
08:01:35.120 @PST001 1745
08:01:35.121 @PST002 59-1.002.01.007
08:01:35.122 @PST030 False
08:01:35.124 @PST001 1743
08:01:35.125 @PST002 59-1.005.02.003
08:01:35.126 @PST030 False
08:01:35.128 @PRS001 1743
08:01:35.129 @PRS002 59-1.006.03-2.002-1
08:01:35.131 @PRS007 
08:01:35.133 @PRS001 1746
08:01:35.134 @PRS002 61-1.005.05.002
08:01:35.136 @PRS007 
08:01:35.138 @PRS001 1746
08:01:35.139 @PRS002 61-1.001.03.011
08:01:35.140 @PRS007 
08:01:35.142 @PST001 1746
08:01:35.143 @PST002 61-1.001.02.005
08:01:35.144 @PST030 False
08:01:35.147 @PRS001 1746
08:01:35.148 @PRS002 61-1.003.03.011-1
08:01:35.149 @PRS007 
08:01:35.153 @PRS001 1743
08:01:35.154 @PRS002 59-1.001.01.000
08:01:35.155 @PRS007 
08:01:35.159 @PST001 1746
08:01:35.160 @PST002 61-1.001.02.021
08:01:35.161 @PST030 False
08:01:35.163 @PST001 1745
08:01:35.165 @PST002 58-1.002.01.006
08:01:35.166 @PST030 False
08:01:35.168 @PST001 1745
08:01:35.170 @PST002 51-1.001.03.002
08:01:35.171 @PST030 False
08:01:35.174 @PST001 1743
08:01:35.175 @PST002 59-1.006.03-2.004
08:01:35.176 @PST030 False
08:01:35.177 @PST001 1746
08:01:35.179 @PST002 61-1.004.03.006
08:01:35.180 @PST030 False
08:01:35.182 @PRS001 1745
08:01:35.183 @PRS002 58-1.002.04.011
08:01:35.184 @PRS007 
08:01:35.189 @PRS001 1745
08:01:35.190 @PRS002 58-1.007.01.004
08:01:35.191 @PRS007 
08:01:35.193 @PRS001 1743
08:01:35.194 @PRS002 59-1.003.03.013
08:01:35.195 @PRS007 
08:01:35.197 @PRS001 1746
08:01:35.198 @PRS002 61-1.001.02.014
08:01:35.200 @PRS007 
08:01:35.204 @PRS001 1745
08:01:35.206 @PRS002 59-1.005.03.001
08:01:35.207 @PRS007 
08:01:35.209 @PRS001 1746
08:01:35.210 @PRS002 61-1.006.02.002
08:01:35.211 @PRS007 
08:01:35.213 @PRS001 1745
08:01:35.214 @PRS002 51-1.003.03.011
08:01:35.215 @PRS007 
08:01:35.218 @PRS001 1745
08:01:35.219 @PRS002 58-1.004.03.004-1
08:01:35.220 @PRS007 
08:01:35.223 @PRS001 1746
08:01:35.224 @PRS002 61-1.005.03.001
08:01:35.225 @PRS007 
08:01:35.227 @PST001 1743
08:01:35.228 @PST002 59-1.005.01.007
08:01:35.229 @PST030 False
08:01:35.231 @PRS001 1745
08:01:35.233 @PRS002 51-1.003.03.002
08:01:35.234 @PRS007 
08:01:35.236 @PRS001 1746
08:01:35.237 @PRS002 61-1.008.02.003
08:01:35.238 @PRS007 
08:01:35.240 @PST001 1745
08:01:35.242 @PST002 59-1.007.01.001
08:01:35.243 @PST030 False
08:01:35.244 @PRS001 1743
08:01:35.246 @PRS002 59-1.006.05-1.002
08:01:35.247 @PRS007 
08:01:35.251 @PST001 1745
08:01:35.252 @PST002 59-1.005.01.013
08:01:35.253 @PST030 False
08:01:35.255 @PRS001 1746
08:01:35.256 @PRS002 61-1.004.01.006
08:01:35.257 @PRS007 
08:01:35.261 @PST001 1745
08:01:35.262 @PST002 51-1.003.03.011
08:01:35.263 @PST030 False
08:01:35.265 @PRS001 1746
08:01:35.267 @PRS002 61-1.006.02.001-2
08:01:35.269 @PRS007 
08:01:35.271 @PST001 1746
08:01:35.272 @PST002 61-1.001.03.011
08:01:35.273 @PST030 False
08:01:35.275 @PRS001 1743
08:01:35.277 @PRS002 59-1.007.02.002
08:01:35.278 @PRS007 
08:01:35.280 @PST001 1745
08:01:35.282 @PST002 58-1.002.04.011
08:01:35.283 @PST030 False
08:01:35.287 @PRS001 1746
08:01:35.288 @PRS002 61-1.001.02.005
08:01:35.289 @PRS007 
08:01:35.292 @PRS001 1743
08:01:35.294 @PRS002 59-1.007.04.001
08:01:35.295 @PRS007 
08:01:35.298 @PST001 1745
08:01:35.299 @PST002 51-1.005.01.002
08:01:35.301 @PST030 False
08:01:35.305 @PST001 1745
08:01:35.306 @PST002 59-1.002.07.006
08:01:35.307 @PST030 False
08:02:17.035 @PST001 1750
08:02:17.036 @PST002 61-1.002.09.004-1
08:02:17.037 @PST030 True
08:02:17.041 @PST001 1750
08:02:17.042 @PST002 61-1.001.02.002-2
08:02:17.043 @PST030 True
08:02:17.045 @PST001 1748
